Image	Piece	Links	Code 1	Code 2	Code 3	Code 4	Code 5	Code 6
	Blank	1,6	PSDPDPT	DSSHSSP	SSPHDHB	TSHHTDH	CBBSCSS	DSCBTPT
	Blank	1	PTSTBPP	BCHTSTB	BDHBCTP	TPHHCPP	SSCSDTH	BPPCDSB
	Snake	2,5	SBBBPDB	HSTSTHT	CTTDPPS	BCBSPSH	HSBBCDB	BTSBTTT
	Blank	1,4	SBCCBTD	TCPDHCB	THSPSPP	STCTHSP	CPDPCPC	HTSSPBT
	Blank	2,4	SBSDSCH	TDCHSTC	SBBCBSS	DPSTHTH	BSSBPCT	HDHHPBB
	Blank	3,5	SBSHDPH	DTTBPSH	PCCDSPT	SPDHDSC	HSCBSDH	PTDBTSH
	Blank	1,2,4	SBSTTSB	HCPSSPS	HDDBHSP	TDSDSPC	CSDDHTS	PCCDBPB
	Blank	1,2,6	SBTCTPS	DPPBPCB	HCCDPDD	PTDTPSS	SPTTBSS	DSPTPTT
	Blank	5	SBTCTSD	TTTPHCC	HTDBSSC	SSDCPSS	DTPTCTB	DPSSDPP
	Blank	3,5	SCBTTCC	PPTTHHP	CPTTSPT	CDSHHTS	CCHHHST	BSDCCSH
	Blank	1,5,6	SCDSCDD	BDPTTSS	BCCSCBB	BPDCHHD	CCPTTSS	BTCHSBB
	Blank	2,3,5,6	SCHTTCB	PCSPCBC	PCTCSHT	HDTHDBD	PPDPDTT	DDHTSSD
	Hex	5	SCPBDTH	CSHPBSP	CCHPCBS	CHTSSST	TTCBPDH	BDSHHTT
	Hex	5,6	SCSHTCT	HBPPSSS	PTSCBHC	SCCSSDC	CTBTCBP	DSTHTBT
	Blank	3,4,6	SCTCBDH	HCHPBCP	TPBBTCC	PSTDDTD	SCSBPHP	HPHTDPB
	Blank	2,4	SCTCTCC	BPTTSSC	DBBTPBH	SBPDPHP	TTSBDBH	PPBCHDC
	Blank	1	SCTDTDS	PTCSBBD	HTPHCDS	SBDBTCS	TPBHHHC	BCPSSBB
	Blank	2	SCTSBHT	CHDBSTS	DDSBDBH	DHSBBHS	TTBDDBH	PSTHBBH
	Plus	2,5	SCTSHCH	DPDPDDS	PSTPHST	SHSCDPT	PTTCPBH	PCTBBDS
	Diamond	2,4	SDBDDSD	PBTBCTD	BCTHTSB	PSDBPCP	CBPTTPH	BSBCHCT
	Blank	6	SDCCHBC	HTSHPDP	HHSDTCP	HPCPBSB	PTHBDCP	PBSCTSH
	Plus	2	SDCDTTP	BHDPDPS	HBBCPHC	TDPHCCH	SSPPBPB	DBCCTCD
	Blank	5	SDCHPBH	TPCCCCH	HPBDTDP	CDSHTBD	HDSSBCP	DCPSBCS
	Blank	4,6	SDCSDCS	PHSPSTT	HBPCPBC	SBTCTPS	DHBSSDT	CSSBCDS
	Blank	6	SDHBTCP	BHBTDDC	THBPDPH	CDBSPCT	DBSPHBD	HPSTTCS
	Diamond	4,5	SDHCSDP	THTHHCP	TDBSSCH	HDTBBHP	CPBCDDH	CTSCPDB
	Blank	4	SDPBDBD	CCHPDSS	TPTSPSH	HDTBPTC	TPSCDPD	HCPCCHC
	Hex	2,5	SDPTDBS	TCTDPSD	BHSSPHB	SBDCHHC	CBBHDST	TBHBBPH
	Blank	2,4,6	SSCBDHH	DDBTCDD	BSTSDDT	TTDHTTH	DSBDPSD	SPBPTTC
	Blank	3,5,6	STCHHCC	STTTTPT	HDCPCBB	HCTCDDT	TSHCSDH	BDCHCHS
	Blank	3	STSDPHH	DHSPHPB	DHCBTPS	CBPBCBC	TSTTTHT	PTBCHHS
	Plus	5	TDPHCCH	PDCHPDH	BBHDCTB	HTSPBBT	HTBHDSP	CHCSHSD
	Blank	2,5	TDSDTPT	PBCPHCD	TSSPTTC	BHCBDPC	PDDHPSD	BSCPSCS
	Diamond	2,3	TDSTBPB	BBCBPCD	DHSPTTH	PTSHTPP	STCCSPB	BPTDDHH
	Clover	6	TDTBHBT	TPHHHBH	BBBBBBB	BBBBBBB	BBBBBBB	DBSPCCC
	Blank	3,5	TPCSPTB	DSHSTPC	PBBBCBP	DBPSBTH	HBBDDBD	SHPPSCT
	Blank	2,5,6	TPDTDDS	DSSBTSP	DHBBDSH	PTHCTST	PPBBHSS	STTTPSC
	Diamond	3,5,6	TSSHTPD	CSSCTDP	TTDDTPS	DTTBBPB	HTPPHSS	HCBTDBH
	Blank	2,5	TSBHPTB	PCSDTTP	PHHTHPB	BPSBCCH	THCBHTD	CBSBHDS
	Blank	3	PTDHCHD	BSTBTPD	DSPSTBS	SDCTCTH	CDHCDBH	CCDDTCD
	Blank	2,3,6	DSTSPDT	BPTDCCH	DBCTPDT	HSTTSPB	PPDDSBB	PSPHPHC
	Blank	2,5,6	TPHPTPT	PSSCTDS	HDSCHCP	SHSBBBD	TTDTHBC	TDTDBHP
	Blank	2	HCHCDHB	PTBTPBH	BCTPSPT	DHHPTPB	PDHCCCT	DSTDBBH
	Blank	3	SSBCDSD	HDCCBDC	SHDDDHS	BTBSTDH	PHSPCBT	SDHCTDB
	Blank	2,5	TSBHBTC	SDBBDPP	HSPHCSD	CPCBBPH	CSBDBDP	CCHCPTT
	Blank	4	HHDBTBS	SPSCHPD	CPTBSHP	HBBSCTP	PTHCBCT	TBHPSCC
	Blank	1,2,4	DBTDCTD	HHBHPHP	SCTPBBP	CSTHPSB	PDHPSBC	CDHPCPS
	Blank	2	HCDBTPT	SPBPPBH	CSSBSDT	CBHCHDB	DHTBTBC	DPSSPDD
	Blank	3,5,6	DDDCHSD	BTDHCDB	CTSPHHS	BSDBPPT	DBSCHSS	DCBSTSS
	Plus	2,3	BCBHCCP	TPTTDHH	DSTPCHP	CBBTCCH	PCBTBHS	PPPTBPB
	Blank	3	PCBDCTD	TCCBPSP	TDCHPPC	SBHDDPD	THPTSDS	HSDCSTC
	Blank	2,4,5	HPBBSSC	CSTPPBC	DTHHCDB	SCSSTTD	HDBSPDC	HTCTHBT
	Blank	3,5,6	CTCPDTC	CDCDHSS	SHPCDCT	CDCHSBH	DTTCSTD	TSTPDBP
	Blank	5,6	CTCTCSC	DSHHPHH	SPDHHHB	SDCPCSD	PBBBBPC	PSPTHBH
	Blank	6	PPSDPBS	PDPPCHT	PSSDSTB	PBBHTTS	CBDSHSC	HDSHHBD
	Blank	1,4	THDPCTH	BSSHPBC	DTHHBDH	DSHSSDB	CCCSTBH	PBCBBTD
	Blank	3,5,6	BBBBBBB	HDBCHDT	CTTHDHP	BCDTTHP	DBBSSBD	BTBDTCS
	Blank	2,3	DDBPCSB	PTHBCSC	HBCDBPC	PTTPHTS	TPHPTBB	DPSPCBS
	Blank	6	PTHDPST	HPBPDTT	PSTSBDB	HPBBSSC	SCCDBHT	BSDHDTH
	Blank	3,5,6	SSBDDCT	CSDDCSC	PSBHDBH	CBSBTHS	BHSPPCH	THPBTCD
	Blank	2,3,5,6	STHBDDS	PDDSSPT	DDPSTPS	PHSTPTP	STHSSHC	TSBDSHD
	Blank	3	DTHPPDS	TPBTSPD	DHSBHTD	BSBHDTC	PTHCTDP	DPCTBHC
	Blank	4	DTTBBPB	TBTTBCD	SCCHDDD	TTCTDBS	DCCSBTS	SCTDPPS
	Blank	5,6	TCHSDHS	BPPPHHT	TPHSTCH	THBSHTP	DDBTCDD	DTPDTCD
	Blank	1,5	DBSTTTT	TPCPBTT	HPSHSBH	BBBBBBB	DDBTSHB	DSDDCCB
	Blank	2,5,6	CDPCPDC	SSPBSTH	TTCPHPP	DTCHSPC	HSCDCPC	HPPBBSB
	Blank	4	TDTHPSD	HDCTTSC	BPPHCDB	STBCCCD	BBCTHPT	SSTHBSC
	Snake	2,4	BTCHCTC	TCPCHPP	SCSBHHT	HDTSPTB	BBCSCBB	TTCPSCP
	Snake	6	DBSDCSP	SCHCDSH	BPHBBDC	HPCCSPD	HDBBTTH	DCBPPTT
	Blank	2,3	BSTCPCB	PSPTBST	PPSSBSC	PSBBPTP	TBDCTTT	HCBTTHC
	Clover	2,5	PSBTBPP	CSSDHHH	HDBBHBT	CDTPDTD	HTTSSCH	BDHBCTP
	Blank	3,5,6	HSPSCPT	HBHBPDH	CBBDHTB	PBTBHSS	TDHPCDC	BHHSTHS
	Clover	6	HHPDBSH	TPDTSST	HCSBCCD	CTCBDCT	SPCPHTP	SDPCCBT
	Clover	3,5,6	TSDBDPT	PPDPBHP	DTCCPTS	DDCTCDH	HHTCCDC	CHHCDCD
	Blank	2,3	SBDBTCS	CBSPSDP	PHPBCHH	TSBSCHC	SCBCPHH	BCDBDPS
	Blank	3	HSTTDCC	HBSDCST	CCSTBBH	CTTPHDD	BDTCPHT	PHSTHBD
	Blank	5	SBBHPBH	HHBCTDS	DCHHCTD	HSPCHSS	DHDDHTS	BHPCBPD
	Blank	3,6	SSPPHDB	DTBHSTT	HHHDDDC	SHDPSCS	CSSSHSH	BDBCSTB
	Blank	5,6	SBDBTSP	HCDPDBH	HCTCPTB	HDCSDPC	PPTPPDT	SSBSDSB
	Hex	5	PHHDPPS	DCCHDDP	HPDSHDC	TCSCHCP	DCCTTCS	DCCHHBC
	Blank	6	TCBPSPB	PTHCBCT	THHTTBH	SSDTDPC	TDHBBSH	SSSBCTC
	Blank	2,6	HPCTPBH	DHTPSHT	HCPCCHC	THHPTPC	TBPBDTD	PCTCPHP
	Blank	1,5	PTPCDDC	TCPBBBT	BHDCBBS	CCTDDHD	BPTHCDC	PDHBSSB
	Blank	2,3,5,6	TCPTDPT	CSBTDCP	PBBTPPP	BBBBBBB	TPDPTBP	CHHHBSP
	Blank	5,6	TPCCSHP	DPPCDBP	DDCDPTB	TDSDTPT	TCPDHTC	SDCPHDS
	Blank	2	CCCPCTS	DHPHSBP	SCSBCCS	SHHBHBT	STCHHDH	CTBHDSC
	Blank	3	SSTTPBC	PSHTBSP	HCHTTTC	HCCCCDC	BCBTSCH	DTHTSDS
	Blank	3	HDHCPDP	STDHHCT	BDCCDPB	PDPBPSP	CHPBTTT	HSPDCCC
	Blank	1,2,3,4,5,6	DBSSBPD	CSCCSDC	HBCHPPP	CCCCCSB	CCSSSCC	HCTPHDB
	Blank	2,5,6	HCBPBSS	DPBBSBD	CBTPTPB	BSBPHHB	SBCCDPS	BPSHPTD
	Blank	2,6	HDTTDDH	CBHPPTB	DBPSPHP	TBDHBHT	DHPHCTH	SCPCPHB
	Blank	4	HPPSDHC	DCTSDTD	CDSCPBT	PPHDDBD	BHHPDTB	PHDHCBH
	Blank	2	HTCBTHD	CCPTTSS	BCSPTCH	SCPBDTH	TBHBTSB	BBHDCHC
	Blank	4,5,6	DDDHSTT	HSPTSDS	SBSDHTT	HHPCSBP	BTPBTHC	HBSBSPD
	Blank	2,6	HHBBSSS	TDCTBHC	PDHSBHB	BPTHDPB	CPHBCBT	DHDSSTS
	Blank	0	PSTSSHT	BHTBBDP	CCTHHCH	BDTCSBC	SPCTHPB	BBBCDBC
	Blank	2,3	DTDHDCP	CPSDDTP	TCDSSPD	TDDPTBC	PPBPHHP	SCHTCDB
	Blank	3,4,6	TBCCPHC	STBCHCT	HTCPBSS	PTSTBPP	PHCDHPC	SPCBDSS
	Clover	2,5,6	CSHTSCH	STTTCHC	SPDTPHT	HDTTBHS	BPHPSBS	CHCDHBC
	Blank	3,6	SDHTDSD	PTHSDTH	BHHHCCT	BBDSBTP	SSSTBPS	BBDHPCB
	Blank	1,3,6	BTDHPPP	PCBTBHS	SCPSPCT	BHHPTPB	TSBSSBP	TDBDTBT
	Blank	1,4	HDPDCBC	HSBPBCP	DPCPHSP	BCSCCCH	TSTDTHP	SCHDDPP
	Blank	3,6	HDHCTDB	DPTSTTC	DHBTHPH	PTBSPSS	HSHSSCT	THDCHHT
	Plus	1	SBCPHCD	PPDPBSD	DTBPCCP	BBHBBSH	HCTSBBT	SCBDDBS
	Blank	1	DPDSBCD	CSHBSDT	BSDHPPH	CBPCDDC	CHDHBTS	BCSBHDH
	Blank	3,5,6	HDSCHTS	SPDSSPD	TPTBBDD	BCPHPBP	TPTSHSD	PTHBSTP
	Blank	3	CPSBPDT	DTHPDCS	TTSHHCD	CTSCPHS	DDDTDPT	HSTHHTC
	Blank	5	THCCSDS	TPPSDCC	CHHDTCP	THCCCBD	BHTHTHC	THTBTHH
	Blank	1	DBTTSHD	PDHCSPH	HDSHTPC	BDSPHTD	STSHSSP	SPPCHCT
	Blank	2,5	DCSSCDC	HPDHTTT	BBHBDCD	BHSCSTS	THBPSPP	PHBTPSC
	Blank	5	HSHHDBC	BDBHSPP	SHTSTHC	SDBPHBD	TDSPDHC	TCPDBSP
	Blank	2,4	HHHCDSP	HPBCSCC	BPDPCDC	PBHBTTB	HSBBBHT	DCHBPBH
	Blank	6	TSHCCBP	TDTTBSP	STHCPST	CSDPCTP	SSCSCSH	HBCDBPC
	Blank	1,4	DBHCBHP	PSCBHCT	HSDHTCT	TPSPBCD	PSPSCBC	CCDTPHT
	Snake	5	PTCPDBB	DSDTSHP	STTHBDD	DBBBDPS	SHDSBSD	SBHSCBP
	Diamond	2	DTHTCSD	BDCDHSC	CHCTBHC	CBTCDDC	SPCSHBT	DSTSTTP
	Blank	3	HPBCSSC	DDSDDCS	HCBDHHH	SCHHHHS	DTBSHDH	DHTBTHD
	Diamond	2,3	PTDDDTP	HHTSPBC	DHTDDPT	SBPDPSC	DTHHPDP	SDCSPDT
	Hex	1	HPHTCTH	HTHDTHH	DDCSHDS	DSBBPHC	BSBBBPT	BHPCBCB
	Blank	1,2,5	DCSBDDH	CPPPBDT	BPSHCDP	TDPBBPH	CSBDHHC	BHDBTDP
	Blank	3,5	CPHTDPB	PSTPCTD	HTBCSBT	TSTTPBT	DDCPSCB	DTDTHDS
	Blank	3,5	SHSHHDB	PPHBCBB	CBTTSDS	BDHSDBD	PCPBDTD	PTPSPCP
	Blank	4	TSHSPTC	SBPPDDP	DPSDCDH	DBHSBPD	BHTHPBP	BTDTTSC
	Blank	2,6	TCDCHCB	BCHDCTD	DPBHHSS	PPHSDHT	BTHCBDP	HBTBSBC
	Blank	3	CSBDTCD	HTDTDTP	PTTTBCP	BBTPHSP	CTTSDCC	SPDBHDC
	Blank	1,2,5	dbccbch	PCHCBPC	HCDBDDP	CHDBPPT	PPPSBSC	TTCSSHB
	Blank	2,3,4	DBDPPBP	SPDBPCT	HDHHDPS	SDBTHPP	SSSTPDB	BBHHSSS
	Blank	2,3	DBDSPTH	SPDHCDP	TSTPHBS	BHDBCHC	DTPCPPP	DCCHSDC
	Blank	5	DBHDTST	CBBPPCH	STSTHDT	CHHBDPD	BHBTPBS	BSBPDBS
	Blank	2,5	DBTBHPS	HBCCBDD	TSPTTSS	HTPBSBD	BSPCHPB	HDPSPPD
	Blank	5	DCCDPHB	HDSSSSS	SSTPBPP	TPHCHPP	PTCPCBT	CCPPBPP
	Blank	2,6	DTCSCTP	PHTBCSD	TTPTPHH	PPPDTCP	TPDBSCS	PPSBCTS
	Blank	3,6	HBDTPPB	PBDSBTT	HHDDTPB	BCTCCHC	HSSSHBH	HCDSSBP
	Blank	3,6	HCCPCHT	CBPBHCS	BCCTPDP	DPBSDDH	CHCBPSS	HTTBDHT
	Hex	1,2,6	HPBSTTC	DSHBBHP	HCCDTCC	HHCCHPH	SDSSCST	BHBSPHS
	Blank	2,3,4,6	HSDDPSH	DDBPTCT	HTHHBTD	CHTHDDB	CBPCHTD	CHPBCHB
	Blank	2,3,4	HSPHTPP	SDSHPTT	SCBPHBT	DSDDCPT	SBBHBPD	TSPSHPH
	Clover	2,5	HSTPPBT	PDSSDHT	HTBBDBB	SSBBPPP	TPTTDHH	CTTHPTP
	Blank	1,2,4	HTCDDHC	CTCDBST	SCBBTDC	TBTHSCP	PCSTSPH	BHCSDTB
	Snake	3,5	HTSSBBH	CTTSDCC	HSTSDSP	CSDSBDS	BHDTPDC	HPBDTDP
	Blank	2,3,6	HTSSPCH	TPPBDPS	PPCCTCT	TBCTDTD	SSSHBDH	PHBPBPS
	Blank	3	PPDSHCD	CDSHCHS	BTPPHBB	BTBHSTH	TTPBBCC	CHBTPPH
	Blank	5,6	PTCCPDT	CBBHBBP	BDDHDHD	BTPTTBC	THTTDSP	HDSPSCH
	Blank	2,3,6	SDHDBDB	SPBBPHS	SBSDDTC	THDCBBH	STCCBHH	BHCBDCD
	Clover	5,6	SDHHPTH	DHHPPHC	SPSSHHS	CTHHSPP	CSCPTTT	CTCTCSC
	Blank	2,3,6	SDSPPCH	DCTBDDB	TPPSSDP	BTTTCDS	DHBDBCT	SHBBBSP
	Blank	1	SHBTCSB	CPPCDSB	BPSPSTT	CCBHCTP	SHHSDBS	CCCDPHT
	Blank	1,2,5,6	SHCHTTH	DPPHPCP	SDSDTHC	HSCSDPS	HPCHPCC	CSTHHHS
	Blank	4,6	SHDDCDD	DHPDTHP	PDTTHST	BTCTBPS	TPSBBCP	SSHHDCB
	Plus	4,6	SHDPTSP	SHSSDDD	PTBBBDT	THDDCDT	DHTHDCD	SPBSBTD
	Blank	5	SHPCDBB	BBDSDTP	BSPBDHC	SHHSPBH	STDDHTD	CSBCDTH
	Blank	5	SPBHHCD	CPHHHBT	HSCPSHC	CPCDHDS	STHPTTS	BTTDPHS
	Blank	5	SPCCSSB	DHTDSDP	HSBSBST	THCCPPH	DDCSDDC	DBSPDHS
	Blank	2,5	SPCPBSB	DBBHCPB	CPPDDBB	DPTSBBB	BSBSTTS	PDDPPCH
	Plus	1,3	SPSSCPC	BPSCSPH	SHSPSTB	BPCBPPS	BBBBBBB	BBBBBBB
	Blank	3,6	SSBPHCC	CPHBTBS	PBTSSCH	HCPSTSS	TDCSBDP	TCBSPPS
	Blank	2,3,6	SSDCPSS	SPTPDTB	HSBBTCC	TBSSBCH	BCPCSTD	BDSSSSB
	Blank	1,3,4	SSHBHCH	SSBHSSS	STBPSBT	HBDBCSS	TSTSPDS	DPSDCDH
	Blank	6	SSHTHPS	TSBDTDC	TCDTTSD	THBBTTS	DDPHCCD	SHPCDCT
	Blank	3,5,6	SSPHBHS	HPSPTBS	CPBBSSC	CSHHSSH	DHHCBPC	BDTBHCT
	Blank	3	SSSDHTS	TBPCSPT	HSSCDBC	HBHCBDS	CDDSTCT	TBSSSPC
	Blank	2,5	STBDDSS	BHSHPSC	BCSSBHT	SPDTBTB	TBBTCHS	BPSDTCP
	Blank	3	STBPHDD	PSDDDDD	BPSDHTC	DBHDDPS	BHBHHHD	TDDTPPS
	Snake	6	STCBCSS	CHPDPDH	DCPSCHS	PBCPCCT	CTSTHBS	TPDHSHT
	Plus	5	STCBPSH	PBDPHPC	HHTDBSH	HCPPCDB	HPCSCDP	PHSBPHC
	Diamond	3,5,6	STHPPTS	TDCTSPS	TDBDTBT	SBPHTST	PBHHBDP	PBDSCTB
	Blank	3,5	STTTBSS	TTDHDPC	BBSCDBT	DPTCDDC	BCDCHDT	DSHBCDT
	Clover	1,2,3	TBBBSCP	DTDBPCB	CSTHSTC	SCBPTHD	HDPHPBB	PTCHPCT
	Blank	2,5	TBCSTDC	DCDSTBD	HTPHTSP	HBCTHSP	CPDTHPP	PHTTDHC
	Hex	2,3,5	TBHBHTB	BSDCTHH	DPSSDBD	DCHBBDP	DPPCCHT	HHPDPDS
	Blank	2,4,5	TBPHSCT	DDDPTPC	THCSPCD	HCPSCBC	DSHBBDB	SCTCDPD
	Blank	2,6	TBTBTPB	CCSDBPB	SSSPSSB	SPDHSDS	DPDBDCP	DDTHDPB
	Clover	2,3,5	TCCTTTT	CPSBTSB	BSSCCHS	HBCCHBC	CCPTDTS	DHTPSPS
	Blank	3,5,6	TCDSSPP	SPPBTSC	HTSHDSS	DDHCPHP	CSTBSDB	HPSTCPC
	Blank	1,2,6	TCHSPPP	DBBHDBH	DTCSDCB	SCTTDPC	PDTPSPB	PTSSDDC
	Blank	1,2,3,6	TCPTHCB	TCSSSCP	DCHDTCT	THBDDDP	DHDSHSD	PBTTHHS
	Blank	1	TCSSSCP	HPBDPPC	TTHDSHS	HHPPSCB	CDCCBTC	BCPHTSD
	Blank	3,4	TCTPCHB	DDBBTPC	HBDDPDS	DDBDPTS	HBHSBST	DHSCCDD
	Blank	2	TDDPHTT	HPBTTSB	CBHCHPT	STTBBBH	SPDDCBT	BCHCSSH
	Clover	1,5	TDSHSCD	TTTBDHD	BCDSCSD	HHCHSDH	PDDBHPP	TCCSBCB
	Blank	5	TDTCDBH	THCTCCB	HDSBSTS	DSPPSSC	HBCSCHP	PSSTTHC
	Blank	3,6	THBDDBC	HBSSBHS	BCHPBTD	DDBCBSS	PHTBDSC	DDBCSPC
	Blank	2,3,5	THCSTBD	SPBCPDD	PSSTSCC	DHTPSPS	TSHDDPP	HPSPTHC
	Blank	5	THHPHCC	TCPTTBT	DDDHHSS	PTHDPST	HTDBBPT	HPSSTHH
	Blank	3,7	TPBPPBS	DPPCCHT	BSTDHDH	SHBDPBD	PPHPSBT	DDSPDSD
	Clover	1	TPPTBCP	BBPTHBS	BDSDDDS	PTDTCBP	HTBHDPP	HTCPDCS
	Blank	1,3	TPPTDCD	SPDPHCC	SBBPDBT	CTBHHPS	THCHPDH	PSSTTDH
	Blank	2,4	TPSBCTT	SHBBCBP	DCHBPBH	BHDPPST	DCDPTCD	SHTPCHS
	Blank	6	TSHPTHD	BTSDDCD	SBSBCPS	CDDHDHP	HTCDCDC	CPPPTDS
	Blank	2,3	TTPPTPP	CHTDCSB	CCCHTTC	DSCSDHD	DTHHTBB	PSCSDTS
	Blank	1,3,4,6	BCTDHSP	CTCBDCT	DHBHDDB	BSHBPSC	STSPBHT	CDHDSHP
	Blank	4	PPSCPTH	SHDSHPP	TBBPSCT	BPHSTCB	DDCHDTT	PTPBCTC
	Blank	4	DHPTHSC	SDSSDHB	TBTBHBP	PCSPCHH	BPBHBDH	PTDSPPT
	Blank	2	HBTCDDH	PSTBHHS	SSBPPHB	STBTHCS	BDSPPBS	DSSPPDP
	Clover	2	BSHTPPH	PPDHDCP	CCHCDTP	PHBDPDP	HTSTDPP	HPPDDCC
	Plus	1	CBCPBSH	SSPCCDD	PDCDPSP	CSCCDCT	CCCHPBT	HSTCCDC
	Blank	1,4,5	CCSSSCC	DHSPTCB	BCBHDBD	CCSBHBT	CDHTTSD	DPTCBTT
	Clover	1,2,6	PBCDTCS	BPDCTHB	TPTCBPC	DTPDHCT	CBPTSBP	CBDSTCH
	Blank	1,2,4	SPSBHDS	HCBCBPC	CPTCCTH	SBPHBSH	CBSBDBH	TCPDSCB
	Blank	2,3,6	BCDDCTT	TTPPSHS	SSDDCSB	DDDCCSP	CCHDDTD	PSPTPPS
	Blank	2,4	SSDHTBC	HSTCBPP	SPBHPHS	DHTSPDS	BBBPPBH	DTHDBSP
	Hex	1,5,6	BBSDTPB	BBBBBBB	BBBBBBB	CPHCHDS	TCTCBDC	TCSTSHH
	Clover	2,3,4,5	BBBBBBB	DBCBDTS	HBTCTHS	HPHTCTH	DSSSDDC	CSHBBSH
	Blank	2,4	BDDBPPH	SDPBHHS	HDDPTTC	DPCCPHD	DBTBPCD	SHCHBBP
	Blank	3,6	BHPDDSS	CSBSCPP	BTPHCSC	TPSSCHD	DSBSTHP	CPPHHHS
	Blank	2,3,5	BPDHBBB	SSTDTDB	BCPPTDC	HCDBPDH	HTBDBPT	TCHHPTT
	Hex	2,3	BPHCHCS	HPTTHPC	TPBSHDC	STPBHHD	TBDBTSD	TSTCHCD
	Blank	3,5	BPHCPDP	CDHPHDH	BDCCBDH	DCDHDBB	HSCPDSD	BPSBTBB
	Blank	3,5	BPPHPTP	THCHPDH	CHPSDPH	DHHPPPH	TTDTCHP	BSPDDDD
	Blank	2,5	BTSHDHT	BDPBTBT	DBTDTPB	PDSSSCC	SDSHPTT	DHPBSTS
	Blank	5,6	CBBDDHB	CCCSTBH	HPHSTBD	PBSTHPS	HBTTCHC	PSPDHBC
	Blank	4,5	CBBHBBP	BDDHDHD	BTPTTBC	THTTDSP	HDSPSCH	PTCCPDT
	Blank	3,5,6	CBPBBBH	DDPPDCD	DHSBBBB	TPTPPHC	CBHBSDS	PTHDTBT
	Blank	2,5	CBSBTPB	BSSDTDC	TBSPHHB	BBBCTHH	PDCPTHH	DHHDBPC
	Blank	3,5,6	CBTBBPH	DDTDTBH	DSHCSTD	BCSHTBC	CSBSTSB	SSHPHDP
	Blank	2,5,6	CDPCPDC	SSSBPHT	TTHPCPP	TDSHCCP	SHCDCCP	PHBBPBS
	Blank	4,6	CDSHHTS	TTTSPDB	CTDBTCP	BHSHCCP	BPDSSPP	CHTBHTB
	Blank	4	CHCSBTC	THCDTTC	CTBHDSC	CSCDPCP	CBPBDDP	SHTDDBS
	Blank	2,5,6	CPBHSCC	TSHBDTC	CDSHCPS	DHCTHSS	HDTCTST	HBTDBDD
	Diamond	5	CPTCCTH	SDTBCPC	CDSDDPD	DCSHHCC	CBPDPPT	DHHPHPP
	Plus	2	CSDTDTC	TTDBPDS	TDDTPPS	PDPSBHS	BPHSHDP	SDPDSTP
	Blank	3,6	CSHTHBD	HBTCTTT	PPSDSDD	TDBDHHS	PBSTPSH	PBCTTPP
	Blank	5	DBTHCCH	STDPPSP	BHDCSCP	SSBCBHD	HCTSCST	SDTBCTB
	Hex	6	DCCCDHC	TDCPHCB	TBPDHPC	CBSPBBT	CDTSBCD	HBPSSDP
	Diamond	2,4,6	DCDHSPH	THPSHPH	HDCHHPH	HDCHHPB	SHDHTSP	TPBBSDH
	Blank	2,6	DDBDPBT	DBBTTHP	SDTHPSS	BBBBBBB	SCCCSSB	SPPDBCT
	Diamond	6	DDSHCTS	HBBHHBP	PPBTTCP	BSBHPHH	TBBSSHH	TBPTDTB
	Blank	2	DHDTHHH	SDDPBPD	BSHPBSC	CCDTSTP	THPSBPC	SCHHSBP
	Blank	1,3	DTBBHHB	CTHTHCC	CHPDPCH	HHDHHHD	CSBCPPC	TPSBHHH
	Blank	4,6	DTCPSTS	TCTBCTS	DDTHTPB	SCBCHTB	BDPPCCC	HTHHBTD
	Blank	1,3,4,5	DTTSCBS	DHDDHBH	CHBBCCP	TTHDBCD	HPHHHDD	HPHBDCH
	Blank	3	HCCPBCB	SCTTHPB	DBBCPCH	TDSSBBB	PHPCTHD	CSPCHCT
	Plus	5	HDTTBHS	PCTBSHB	BPCBPBT	SCBTSDH	BPTCHHB	PSHHDTT
	Blank	2,5	HHSBDBD	DTPDTCD	SSCBDHH	TDTBCHT	BHCCHPT	HHPTPSC
	Snake	1,5,6	HHSPPDC	BBDCTCP	CPDBSDP	TCHPBSH	PBTSPTB	HBCPBCS
	Blank	5	HSBSHBP	THBDSDC	DSHTTCS	PPHCHHH	SPHHDCC	PHSTHPH
	Blank	5	PBCSHSS	CSDTHTP	TTCPHTH	STSCCDH	THBCDHT	PPSSHST
	Blank	3,5	PCHTBPC	TDPHDTH	BBHDTHD	TBCCPHC	DHBDHST	BSHDSTC
	Blank	1	PCSPCHH	BPBHBDH	PTDSPPT	DHPTHSC	SDSSDHB	TBTBHBP
	Blank	2,6	PDBDTSS	BBPCBPS	DDTBDST	CCTHTTS	THPDSCT	DDPPTDP
	Blank	2,5,6	SBBPSBB	THBBPHD	BHDSCHD	TSHPBPS	SPHTBHH	CTBTDCH
	Blank	2	SBDSBTC	BHDSDHD	BHBHBTT	PPCBCHB	HTSDHTT	CDHSHDD
	Blank	2,3	SBPSSTP	DDPDSPP	HCHPSBD	CBDHBPC	PCPHCHC	PCTCBCB
	Blank	5	SBTTBDC	BBBBBBB	BBBBBBB	SBPHBPD	DPPBTBD	HHHBSDC
	Clover	6	SPCSSBP	THDCHDD	SCPSDBP	TCPSBCB	PPDPBSD	DHTCTCP
	Blank	2,6	SCPSTSS	HCDCDTT	HDTCTSC	PBDDSTP	CTTPBTH	SHCPSSH
