Screenshot	Center	Holes (0-5)	Link 0	Link 1	Link 2	Link 3	Link 4	Link 5	Status	Who?	Notes								This is a Dupe	Probably an Error	https://tjl.co/corridors-of-time/	Check #verifiers-rules-and-reqs first				
https://cdn.discordapp.com/attachments/666873697763590144/667037122724626443/tiger_release_final_20200115_170657.png	Clover	1,3	CBDPBHD	DDTTPPT	HCHTSPP	PDDSHSD	HHTSSSC	DDBDPPH	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://drive.google.com/file/d/1nkFFqmVyHDm_vVVd5qpoU-Ei9zWtFbO0/view?usp=sharing	Blank	4	CBHBBCH	TTCPDTS	DTCBSBD	SSTPPDH	PCHSDHD	SPSTPTT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666872924967403550/667355277468631050/unknown.png	Blank	2,3,5	CBHDSSP	SDPHSPS	CSSCTTC	DDTDDPP	BBCSPHS	BBHBSPB	Duplicate				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/tlnM7iz	Blank	1,4	CBHPHTS	BTTPHPH	DDCDCST	PTBBPTS	PHDDBDS	BPCCBPH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/tlnM7iz	Blank	1,4	CBHPHTS	BTTPHPH	DDCDCST	PTBBPTS	PHDDBDS	BPCCBPH	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Destiny 2 Screenshot 2020.01.17 - 03.12.14.73.png	Blank	1,4	CBHPHTS	BTTPHPH	DDCDCST	PTBBPTS	PHDDBDS	BPCCBPH	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://i.imgur.com/xMIdKiC.png	Blank	1,3	CBHSHDS	STHSSHC	HPTTSDH	DDDCTCP	TSBHHST	DCHSHTC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/file/d/17kESsCKJ6y11r5ZtkN_VeWOAp0DPykg7/view?usp=sharing	Blank	0,1,2,3,4,5	CBPCSCS	PDCSBDS	BBDHPCB	SBHHBSC	SHDHCTD	BDDDSPC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/open?id=1gcmrtiD5t7WApgm2wWMQ37qLoLInAYrV	Blank	1,3,4	CBPCTSC	PSHTHSH	DCCPDCT	SDTDDDD	BHPPCCC	PDBPDCC	Duplicate				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666873697763590144/667231997147480065/IMG_b8981288-5782-48e3-9be8-24a1aa12a6b0.png	Blank	2,5	CBPDSCD	PCBHHBB	SDSCPSC	DTCDHPP	CHCCDBC	STBDPPD	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/609693179033419787/666961840982720532/Untitled.png	Blank	1	CBPSHCP	SSPTHBH	TPCDDHD	CDBBTPB	HPPHPHP	CTDHBDB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.gyazo.com/thumb/1200/f7983c083253cba7cd4718d9945c1149-png.jpg	Clover	1,3	CBSDHPH	HDBTPPC	CTDHBDB	TTPBDBB	THBCTPS	HCTSCPB	Duplicate				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.imgur.com/MXAGrru.jpg	Clover	1,3	CBSDHPH	HDBTPPC	CTDHBDB	TTPBDBB	THBCTPS	HCTSCPB	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://cdn.discordapp.com/attachments/667777756435841025/667799009720664144/tiger_release_final_20200117_133229.png	Blank	1	CBSPBBT	DCPCCDC	SBSCBCC	CPSTTTC	TPTCBPC	DHTTHHC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://ibb.co/8c87bCw	Blank	2,4,5	CBTBBSH	DDTDTBH	DSHCSTD	BCSHTBC	CDBSTSB	SSHPHDP	Duplicate				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.imgur.com/7YECOSV.jpg	Blank	2	CBTBDSP	BTDHSPP	STDSTTH	BBSCDDS	DHHPPHC	PBDDSTT	Duplicate				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667145204385579009/667266875260141569/1085660_20200116021953_1.png	Blank	4	CBTDPCH	CBTDBSB	HCSPBDT	BSCPHDB	BPCCSBP	TCSTSTB	Duplicate				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/540895684073619466/667000531276791818/unknown.png	Blank	4	CBTDPCH	CBTDBSD	HCSPBDT	BSCPHDB	BPCCSBP	TCSTSTB	Duplicate				TRUE	FALSE	TRUE	TRUE	TRUE	TRUE			TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
https://cdn.discordapp.com/attachments/667865590589030401/667909027757424663/tiger_release_final_20200118_023735.png	Blank	1,4	CBTSHHB	THDHBSD	CCSDTDS	BHHTSSP	PDHTDHH	HCDBSPS	Duplicate				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/aVSySeN	Blank	1,4	CBTSHHB	THDHBSD	CCSDTDS	BHHTSSP	PDHTDHH	HCDBSPS	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://cdn.discordapp.com/attachments/667916970393468928/667921529014583303/Capture121.PNG	Blank	0,3,4	PPBHHPS	PSPDPCD	HHSDBCT	SPBBHBD	TTCPDPC	PTBPPTD	Duplicate				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667288749712998402/667482608346595345/20200116200902_1.jpg	Blank	1,4	CCCBSTS	TDHSCDD	BTCBDDC	TTDPPHP	BBTPPHT	DSBCHSD	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/41b5d231214d0538bac2f41630c59c49	Blank	1,2,5	CCCBSTS	TDHSCDD	BTCBDDC	TTDPPHP	BBTPPHT	DSBCHSD	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://i.imgur.com/YSa6pWb.png	Blank	1,4	CCCBSTS	TDHSCDD	BTCBDDC	TTDPPHP	BBTPPHT	DSBCHSD	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://gyazo.com/e01224f1dbc2147f26f67a9670d93364	Blank	1,4	CCCBSTS	TDHSCDD	BTCBSDC	TTDPPHP	BBTPPHT	DSBCHSD	Duplicate				TRUE	TRUE	FALSE	TRUE	TRUE	TRUE			TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
https://cdn.discordapp.com/attachments/667865590589030401/667899000229199872/tiger_release_final_20200118_020413.png	Blank	5	CCCPHTC	SBHHHCD	TDTHPTP	PBSHCDS	HHTPPHP	PBTCDDC	Duplicate				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667869313423638539/667902091691556864/Destiny_2_Screenshot_2020.01.17_-_20.16.31.15.png	Blank	5	CCCPHTC	SBHHHCD	TDTHPTP	PBSHCDS	HHTPPHP	PBTCDDC	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://i.imgur.com/oANoqXt.png	Blank	5	CCCPHTC	SBHHHCD	TDTHPTP	PBSHCDS	HHTPPHP	PBTCDDC	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://cdn.discordapp.com/attachments/666872924967403550/667431615768690688/tiger_release_final_20200116_101309.png	Blank	0,1,2	CCDCSCD	SCDSBSH	PCSTCDT	CDDSDTT	HPSBDSP	PBTPSHT	Duplicate				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/open?id=1u_7wzYDdjLeUlqar9hTyJznBM9AAUfr0	Clover	5	CCDCSPB	TDHBSDS	SBDBBPH	TBTPSPH	TTTTPBC	BDSTCDB	Unverified		Had to be retranscribed, needs check		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://media.discordapp.net/attachments/666873697763590144/667257785796395008/tiger_release_final_20200115_232359.png?width=724&height=408	Diamond	1,4,5	CCDDHPD	DBCDSDP	BCSBBHH	BDPSDCH	PPBDHPT	HHTDBDH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/7e43039f08744fd38a7aefe1954b8d77	Blank	1,4	CCHDCCB	PBHCDDH	CTPPDHP	SPDDDHB	BDPBTPT	DCCTDCT	Duplicate				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/gallery/pzmCNpV	Blank	2	CCPSCCH	HTPDTTB	TTCPTPD	CDPTCHP	TBHPDSC	SCPSDBP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/open?id=1vL6O3uw4yuLdhjeHCiQd2oAqZEIYXk80	Plus	0,3	CCSHPTP	BBBPTPB	DBBHSST	PHPHCCP	DTBPBSD	HHCHHHT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/b84995dc7c19b0e0cdc970530f37d975	Hexagon	1	CCTSHBT	DPCPSTC	HPCSSDS	TDTHHCP	DPSTPDC	PCHDSBB	Duplicate				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Destiny 2 Screenshot 2020.01.17 - 07.37.41.78.png	Blank	0,3	CCTTDTC	SBCBPCP	PSSHSBP	HPTBTSD	CCHTHCH	TSPSSDB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666951769779339264/667085863582171178/unknown.png	Blank	1,5	CDBDTSS	BBPCBCS	DDTBDST	CCTHTTS	THPDSCT	DDCCTDP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/26d0db94a1d735fc9d53d6f26f7ae8e5	Blank	1,5	CDBDTSS	BBPCBCS	DDTBDST	CCTHTTS	THPDSCT	DDCCTDP	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://gyazo.com/b5c87ecbba12ea14ffd8bdacb5e02245	Blank	1,5	CDBDTSS	BBPCBCS	DDTBDST	CCTHTTS	THPDSCT	DDCCTDP	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://gyazo.com/eedb2ebfaad012382d2196fd789404be	Blank	1,5	CDBDTSS	BBPCBCS	DDTBDST	CCTHTTS	THPDSCT	DDCCTDP	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://imgur.com/a/0MDOkCd	Blank	1,5	CDBDTSS	BBPCBCS	DDTBDST	CCTHTTS	THPDSCT	DDCCTDP	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://gyazo.com/20b14ff65ce20669f23242772457b808	Blank	0,2	CDBPPDD	CCPHBDB	DCHTDDP	DPTHBSD	SSDDBSH	CSBTDPC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666873697763590144/667066046360059915/20200115130022_1.jpg	Blank	1,2,5	CDCDPBB	CCDBBHB	CCSDTDD	HBSPSPP	TSPDCSS	SHCSDPT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.gyazo.com/1a9dcef361e954216bb93db89b70d55d.png	Blank	1,2,4	CDCDSTS	PCTHSCB	BHBPCDC	BPDCBBH	CHTSSCD	CDTCHDP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://media.discordapp.net/attachments/220840731911258112/666869101741867008/unknown.png?width=720&height=497	Blank	3,5	CDCHHST	HPSBDSD	HCHPBCC	PTBHCHC	HHCSPBC	CPSCBTC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667916970393468928/667920903148929044/Capture25.PNG	Blank	3,5	CDCHHST	HPSBDSD	HCHPBCC	PTBHCHC	HHCSPBC	CPSCBTC	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://drive.google.com/open?id=1GZRc6q3IqQyva_mdkDjOkemJOK7-ahwz	Clover	2	CDCHSBH	DDPHCCD	PCSHCTT	DHDSTDD	HDSDPTS	SBSTBCB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/a/5gHfO6o	Blank	0	CDDHDTB	BBBBBBB	BBBBBBB	HHDDHHH	HTHCPCC	HHCPPDH	Duplicate				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.gyazo.com/thumb/1200/3610ff18e5b854c5dfe06e89ddbdfff4-png.jpg	Blank	5	CDHDHPH	PTTPBDS	HBBSPSD	TDHDBSH	DHSPBHB	HDSPBCH	Duplicate				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/uokO1RJ	Blank	1,5	CDHPDHC	TSCPPDT	DTTCTPP	BTTHSSS	SSSCDDH	BTTSBTB	Duplicate				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/0aa39ed77a7f4cc98cacc5dd93f2b3e9	Blank	1,5	CDHPDHC	TSCPPDT	DTTCTPP	BTTHSSS	SSSCDDH	BTTSBTB	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://imgur.com/a/Ap7Hg3U	Blank	4,5	CDHTHPS	PCPDHHC	CCSCPBP	SPSBBCS	BDBTTDC	PHPBCHH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Destiny 2 Screenshot 2020.01.17 - 08.07.36.26.png	Blank	4,5	CDHTHPS	PCPDHHC	CCSCPBP	SPSBBCS	BDBTTDC	PHPBCHH	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://imgur.com/a/3fSy7Q8	Blank	4	CDPDBSB	DBHHPPS	HPTBHTT	CBPBHPT	SSPBSTH	SHDDPTD	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667777756435841025/667778339305553931/tiger_release_final_20200117_113956.png	Blank	4	CDPDBSB	DBHHPPS	HPTBHTT	CBPBHPT	SSPBSTH	SHDDPTD	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://cdn.discordapp.com/attachments/667777756435841025/667810567058096128/tiger_release_final_20200117_141634.png	Blank	0,4	CDPSHSD	SSTHBHS	TBHDPCS	DSTSPDT	CBPCPPH	DHPPSTC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666872924967403550/667206078290853888/unknown.png	Blank	0,4	CDPSHSD	SSTHBHS	TBHDPCS	DSTSPDT	CBPCPPH	DHPPSTC	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://drive.google.com/open?id=1wT9BAvWFugwZ3sKf1y1xGaqjrTE26yEV	Blank	2,5	CDSCPCB	SDTCPPH	DPPCPHH	TSDBDPT	STSHPDP	HSSHTDD	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/HhGcKZZ	Blank	2,4,5	CDTHPPH	SHHTDBS	DDTCCPH	BSTBSPC	SBHBDBC	DHTSDTS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666873697763590144/666959914832363520/Warlock_Reveal_2_No_HUD.png	Blank	2,4,5	CDTHPPH	SHHTDBS	DDTCCPH	BSTBSPC	SBHBDBC	DHTSDTS	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://images-ext-2.discordapp.net/external/pjCHiVGYCYPcDVijnCHLc289dgOdO4Kogi1oaaRRWDM/https/i.gyazo.com/thumb/1200/49f08ae8d806706b12a9e279f3124020-png.jpg	Blank	2,3,5	CHBDHSH	HHCBCHC	PHCBSSC	DPSCCBT	SBSSCHP	CBHDPTC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666872924967403550/667422208993525760/PS_Messages_20200116_193710.jpg	Blank	1,2,5	CHBHDPB	CDSCPHD	HCBPSBH	PPPPDCS	TTSHCTT	HPTBHTS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/file/d/1y0Df-e9Uahus7pPhI4L8q9QjwKXE9z8I/view?usp=sharing	Blank	1,2,5	CHBHDPB	CDSCPHD	HCBPSBH	PPPPDCS	TTSHCTT	HPTBHTS	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://gyazo.com/b4b3d0d7582d375191f791ce99df323f	Blank	1,2,5	CHBHDPB	CDSCPHD	HCBPSBH	PPPPDCS	TTSHCTT	HPTBHTS	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://cdn.discordapp.com/attachments/666872924967403550/667214137331286037/corridors_2.jpg	Blank	3	CHCSBTC	THCDTTC	CTBHDSC	CSCDPCP	DCPBDDP	SPTCCBS	Duplicate				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/file/d/1JeDqDdcpFn5byKYNQXKEKvK5XzSF5n0N/view?usp=sharing	Blank	0,2	CHDBDBH	CCBHDDH	CBSDDSP	CBCPDPT	BSPDTPC	TBSTCTC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666872924967403550/667255860736819200/tiger_release_final_20200116_143410.png	Hexagon	1,2,3,5	CHDBPCH	TCTCBDC	TPDDTPS	TBSHCPH	SSPTTTH	BCTSPBB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.gyazo.com/thumb/1200/355cf415b1c0a93625cfb25425bf3944-png.jpg	Blank	1	CHHBDPD	CHCPHBT	SBBPDHC	DCDTCBS	CTTHSBB	HBHCBHP	Duplicate				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666872924967403550/667216350585815040/Sodac_Destiny2_20200115_11-32-58.png	Blank	1,5	CHHHCPD	SSDTBBC	PBHPCCH	BBTSTHB	SHSBHTC	HSDBHCB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666873697763590144/667228433310416896/PS_Messages_20200115_201920.jpg	Blank	1,5	CHHHCPD	SSDTBBC	PBHPCCH	BBTSTHB	SHSBHTC	HSDBHCB	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://gyazo.com/b0e50d0e6f2cda24610e4f927949f47f	Diamond	2	CHPPCDH	DDBSCHH	SCSDBTP	DDCHPTD	CSDSPSH	SPPDDSP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667777756435841025/667789120474447887/tiger_release_final_20200117_090357.png	Blank	0	CHPSHBC	DHBCTTD	PPCBCTP	CSPBSBB	PSBCSCD	BCSBHCC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666961051379564575/666961099618254848/unknown.png	Blank	1,3	CHTBBBH	SPCBCHS	SCHBTCS	PPSCSTP	PDCPHDD	HHCSHBC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/J7VETJB	Blank	0,2,3	CHTCCPC	DCHTPHB	CSBDSDS	TSTSSSC	BBBBBBB	BBBBBBB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667777756435841025/667805369325584434/tiger_release_final_20200117_135527.png	Blank	4	CPBBPSH	BCPHDCP	PTBDPBB	CDTHSSS	HHTCBPP	DTCSSTC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666873697763590144/667248465201594369/Kildar88_lock_1250am_eastern.png	Blank	2,4,5	CPBCBHD	CDCTPTS	CBTBPHB	BSBPCHB	SBHCBST	HPCSBHT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/a/1xYFARy	Blank	0,4	CPBCHPT	BBBBBBB	BBBBBBB	PPBSBSS	CHDDBDB	TSDDPHB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/c97d9c00bb4c5373e66d1d7f9161c3f2	Blank	3,4	CPCHTTB	HTDHCPB	TSDDPHB	HHHBHCS	THDHSHP	HHSDCDT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/D80ByvE	Blank	0,3	CPCPCTT	TTDDTDT	HSCTTST	CHTCCPC	BBBBBBB	BBBBBBB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/07bfae4e684d085d0af2e437cc91d084	Blank	4	CPDDDCT	BBBBBBB	BBBBBBB	DPCHCST	HHCTBCD	PCCCPPH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/a/mlxlhU4	Plus	5	CPHCHDS	BBBBBBB	BBBBBBB	BBBBBBB	BTPPCPH	TPDDTPS	Unverified				FALSE	TRUE	TRUE	FALSE	FALSE	FALSE			FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666872924967403550/667242668249841664/Destiny_2_Screenshot_2020.01.15_-_23.43.27.68.png	Plus	5	CPHCHDS	BBBBBBB	BBBBBBB	BBBBBBB	BTPPCPH	TPDDTPS	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://drive.google.com/open?id=1kSIOD8YYJnnV40EB93U0mmYqnQPng1P6	Plus	5	CPHCHDS	BBBBBBB	BBBBBBB	BBBBBBB	BTPPCPH	TPDDTPS	Duplicate		Orientation is weird, but this is correct		TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://cdn.discordapp.com/attachments/666872924967403550/667237731428073492/tiger_release_final_20200116_132127.png	Plus	5	CPHCHDS	BBBBBBB	BBBBBBB	BBBBBBB	BTPPCPH	TPDDTPS	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://drive.google.com/file/d/15JqQYo9aCkYM4sMvdix3OvojY_HoK9m-/view?usp=sharing	Blank	3,4	CPHCSHS	BHHCPSH	TCSHCHC	DPDPHPB	CDCBPHD	BCHBHSB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/76fde5d1460faf1d125e7078ad62cc37	Blank	3,4	CPHCSHS	BHHCPSH	TCSHCHC	DPDPHPB	CDCBPHD	BCHBHSB	Duplicate		Error Corrected		TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://gyazo.com/c9d708d019427c727ef33de9d3a2aedd	Blank	0	CPHSBTT	TBDSSPT	SSHBCDB	BTHSCBP	TCSHSCT	THDBDTB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
